,name,chapters,category,category2,category3,category4,category5,category6,category7,category8,categoy9,watch
453,Chiruran 1/2,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
454,Chitose get you!,26 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
455,Clean Freak! Aoyama kun,12 chapters,Comedy,Slice of Life,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
456,Combatants Will Be Dispatched,72 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
457,Comic Girls,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
458,Comical Psychosomatic Medicine,20 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
459,Crane Game Girls,25 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
460,Crossing Time,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
461,Da Capo III,13 chapters,Comedy,Harem,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
462,Dagashi Kashi,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
463,Danchigai,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
464,Days of Urashimasakatasen,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
465,DD Hokuto no Ken,25 chapters,Comedy,Fantasy,Shonen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
466,Denki-gai,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
467,Didn't I say to make my abilities average in the next life,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
468,Don't Call Us A JUNK GAME!,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
469,"Don't Hurt Me; My Healer!,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll,;",,,,,,,,,,,
470,"DON'T TOY WITH ME; MISS NAGATORO,26 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll,;",,,,,,,,,,,
471,Donyatsu,12 chapters,Comedy,Post Apocalyptic,-,-,-,-,-,-,-,Avalible on Crunchyroll
472,Dr. Ramune -Mysterious Disease Specialist-,12 chapters,Comedy,Fantasy,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
473,Dropkick on My Devil!!,33 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
474,Dropout Idol Fruit Tart,24 chapters,Comedy,Music,-,-,-,-,-,-,-,Avalible on Crunchyroll
475,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,12 chapters,Comedy,Fantasy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
476,EAGLE TALON ~Golden Spell~,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
477,El diario fotográfico Yokai de Kiitaro,12 chapters,Comedy,Fantasy,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
478,Extra Olympia Kyklos,24 chapters,Comedy,Fantasy,Historical,-,-,-,-,-,-,Avalible on Crunchyroll
479,Fastest Finger First  (Nana Maru San Batsu),12 chapters,Comedy,Seinen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
480,Fate/Grand Carnival,2 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
481,Flying Witch,12 chapters,Comedy,Fantasy,Shonen,Slice of Life,Supernatural,-,-,-,-,Avalible on Crunchyroll
482,Fruits Basket,164 chapters,Comedy,Shojo,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
483,Fudanshi Koukou Seikatsu (La vida de preparatoria de un Fudanshi),12 chapters,Comedy,Shojo,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
484,Fukigen na Mononokean (The Morose Mononokean),26 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
485,Fushigi na Somera-chan,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
486,Gabriel DropOut,12 chapters,Comedy,Shonen,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
487,Gakuen Babysitters,13 chapters,Comedy,Shojo,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
488,Gakuen Handsome,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
489,GAMERS!,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
490,gdgd Fairies,24 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
491,Genie Family 2020,20 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
492,Genshiken Nidaime,13 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
493,Girlfriend; Girlfriend,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
494,GLOOMY THE NAUGHTY GRIZZLY,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
495,Gochūmon wa Usagi Desu ka?,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
496,Golden Time,24 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
497,Grand Blues!,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
498,GTO - The Animation,43 chapters,Comedy,Shonen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
499,Gurazeni: Money Pitch,24 chapters,Comedy,Seinen,Sports,-,-,-,-,-,-,Avalible on Crunchyroll
500,Haiyore! Nyaruko-san,24 chapters,Comedy,Harem,Romance,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
501,Hakata Mentai! Pirikarako-chan,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
502,Hakone-chan,13 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
503,Hanabichan ~The girl who popped out of the game world~,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
504,Hanayamata,12 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
505,Handa-kun,24 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
506,Heaven's Design Team,13 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
507,Hensuki - Are you willing to fall in love with a pervert; as long as she’s a cut,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
508,Hetalia,2 chapters,Comedy,Historical,-,-,-,-,-,-,-,Avalible on Crunchyroll
509,HEYBOT!,50 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
510,High Guardian Spice,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
511,Himegoto,13 chapters,Comedy,Harem,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
512,HIMOTE HOUSE: A share house of super psychic girls,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
513,Hinako Note,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
514,HINAMATSURI,12 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
515,Historia Gatuna Japonesa (Neko Neko Nihonshi),96 chapters,Comedy,Historical,-,-,-,-,-,-,-,Avalible on Crunchyroll
516,Hitoribocchi no Marumaruseikatsu,12 chapters,Comedy,Shonen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
517,How clumsy you are; Miss Ueno.,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
518,How to Keep a Mummy,12 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
519,I'M KODAMA KAWASHIRI,23 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
520,Idol Time Pripara,43 chapters,Comedy,Idols,Music,Shojo,-,-,-,-,-,Avalible on Crunchyroll
521,Ikemen Sengoku,12 chapters,Comedy,Historical,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
522,In the Heart of Kunoichi Tsubaki,13 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
523,Interviews With Monster Girls (Demi-chan wa Kataritai),26 chapters,Comedy,Seinen,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
524,Inugami-san to Nekoyama-san,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
525,ISEKAI QUARTET,24 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
526,Jingai-san no Yome,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
527,Jitsu wa Watashi wa,13 chapters,Comedy,Romance,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
528,JK-MESHI!,26 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
529,Joshi Kausei,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
530,KAGINADO,24 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
531,KAGUYA-SAMA: LOVE IS WAR,74 chapters,Comedy,Romance,Seinen,-,-,-,-,-,-,Avalible on Crunchyroll
532,KAIJU GIRLS,24 chapters,Comedy,Fantasy,Sci-fi,-,-,-,-,-,-,Avalible on Crunchyroll
533,Kakushigoto,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
534,Kami nomi zo Shiru Sekai,36 chapters,Comedy,Harem,Romance,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
535,Kamisama Hajimemashita,25 chapters,Comedy,Romance,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
536,Kanojo ga Flag wo Oraretara,13 chapters,Comedy,Harem,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
537,KARAKAI JOZU NO TAKAGI-SAN,12 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
538,Kemono Michi: Rise Up,12 chapters,Comedy,Sports,-,-,-,-,-,-,-,Avalible on Crunchyroll
539,KINMOZA!,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
540,Kiratto Pri☆chan,51 chapters,Comedy,Idols,Music,Shojo,-,-,-,-,-,Avalible on Crunchyroll
541,Kiss Him; Not Me,24 chapters,Comedy,Harem,Romance,Shojo,-,-,-,-,-,Avalible on Crunchyroll
542,Kitakubu Katsudou Kiroku,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
543,Koikimo,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
544,Kokoro Connect,13 chapters,Comedy,Romance,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
545,Komori-san wa Kotowarenai!,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
546,Kono Bijutsubu ni wa Mondai ga Aru! (¡Este club de arte tiene un problema!),12 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
547,KONOHANA KITAN,12 chapters,Comedy,Fantasy,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
548,Koro Sensei Quest!,12 chapters,Comedy,Fantasy,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
549,Kotoura-San,12 chapters,Comedy,Romance,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
550,Kuma Kuma Kuma Bear,12 chapters,Comedy,Fantasy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
551,La familia Nameko,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
552,Late night! The Genius Bakabon,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
553,Life Lessons with Uramichi Oniisan,39 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
554,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
555,Litchi Hikari Club,8 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
556,Locodol,15 chapters,Comedy,Music,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
557,Love After World Domination,24 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
558,Love is Like a Cocktail,13 chapters,Comedy,Romance,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
559,Love Live! Nijigasaki High School Idol Club,26 chapters,Comedy,Idols,Music,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
560,Love Live! Sunshine!!,26 chapters,Comedy,Idols,Music,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
561,Love Rice,24 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
562,Love To-LIE-Angle,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
563,Love Tyrant (Renai Bokun),12 chapters,Comedy,Fantasy,Harem,Romance,Supernatural,-,-,-,-,Avalible on Crunchyroll
564,Lovely Muuuuuuuco!,25 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
565,Magical Girl Ore,12 chapters,Comedy,Fantasy,Romance,-,-,-,-,-,-,Avalible on Crunchyroll
566,Magical Sempai,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
567,Magimoji Rurumo,14 chapters,Comedy,Supernatural,-,-,-,-,-,-,-,Avalible on Crunchyroll
568,Mahjong Soul Pon☆,12 chapters,Comedy,Sports,-,-,-,-,-,-,-,Avalible on Crunchyroll
569,Mahou Shoujo Nante Mouiidesukara,24 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
570,Makeruna!! Aku no Gundan!,12 chapters,Comedy,Sci-fi,Shonen,-,-,-,-,-,-,Avalible on Crunchyroll
571,Mangirl!,13 chapters,Comedy,Shonen,-,-,-,-,-,-,-,Avalible on Crunchyroll
572,Marmalade Boy,76 chapters,Comedy,Romance,Shojo,-,-,-,-,-,-,Avalible on Crunchyroll
573,Marudase Kintaro,1 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
574,Masamune-kun's Revenge,13 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
575,Mieruko-chan,24 chapters,Comedy,Supernatural,-,-,-,-,-,-,-,Avalible on Crunchyroll
576,Military!,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
577,Miss Bernard said.,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
578,Miss Caretaker of Sunohara-sou,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
579,Miss Kobayashi's Dragon Maid,83 chapters,Comedy,Fantasy,Romance,Seinen,Slice of Life,-,-,-,-,Avalible on Crunchyroll
580,Miss KUROITSU from the Monster Development Department,12 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
581,Miss Monochrome - The Animation,39 chapters,Comedy,Idols,Sci-fi,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
582,Miss Shachiku and Baby Little Ghost,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
583,Mitchiri Neko,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
584,Monster Girl Doctor,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
585,Moyashimon,22 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
586,Mr. TONEGAWA Middle Management Blues,24 chapters,Comedy,Seinen,-,-,-,-,-,-,-,Avalible on Crunchyroll
587,Ms. Vampire who lives in my neighborhood.,12 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
588,Musasi-no,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
589,My First Girlfriend is a Gal (Hajimete no Gal),10 chapters,Comedy,Harem,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
590,My Next Life as a Villainess: All Routes Lead to Doom!,25 chapters,Comedy,Fantasy,Harem,Romance,-,-,-,-,-,Avalible on Crunchyroll
591,My Roommate is a Cat,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
592,My Stepmom's Daughter is my EX,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
593,My Sweet Tyrant,25 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
594,My Teen Romantic Comedy SNAFU,38 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
595,NANBAKA,26 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
596,Naria Girls,12 chapters,Comedy,Fantasy,Shojo,-,-,-,-,-,-,Avalible on Crunchyroll
597,Nazo no Kanojo X,13 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
598,Nazotokine,12 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
599,Nekopara,24 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
600,NEW GAME!,24 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
601,Nichijou - My Ordinary Life,26 chapters,Comedy,Slice of Life,Supernatural,-,-,-,-,-,-,Avalible on Crunchyroll
602,Nisekoi,33 chapters,Comedy,Romance,Shonen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
603,No puedo entender lo que dice mi esposo,26 chapters,Comedy,Romance,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
604,Non Non Biyori,24 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
605,Null & Peta,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
606,Nyanbo!,52 chapters,Comedy,Sci-fi,-,-,-,-,-,-,-,Avalible on Crunchyroll
607,Nyanko Days,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
608,Nyanpire - The Vampire Cat,12 chapters,Comedy,Supernatural,-,-,-,-,-,-,-,Avalible on Crunchyroll
609,Oda Cinnamon Nobunaga,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
610,Oh; Suddenly Egyptian God,10 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
611,Ojisan and Marshmallow,13 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
612,Onaragoro,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
613,Onee-chan ga Kita,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
614,Ooya-san wa Shishunki!,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
615,Ore Monogatari!!,24 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
616,Ore no Nounai Sentakushi ga; Gakuen Love Come wo Zenryoku de Jyama Shiteiru,10 chapters,Comedy,Harem,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
617,Orenchi no Furo Jijo,13 chapters,Comedy,Fantasy,Romance,Shojo,Slice of Life,-,-,-,-,Avalible on Crunchyroll
618,Osamake: Romcom Where The Childhood Friend Won't Lose,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
619,Osomatsu-san,84 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
620,OZMAFIA!!,12 chapters,Comedy,Fantasy,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
621,Pan de Peace!,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
622,Pastel Memories,11 chapters,Comedy,Sci-fi,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
623,Piacevole,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
624,Pikotaro's LULLABY LA LA BY,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
625,Please tell me! Galko-chan,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
626,Poco's Udon World,12 chapters,Comedy,Fantasy,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
627,Poyopoyo,52 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
628,Pretty Boy Detective Club,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
629,Rainy Cocoa,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
630,Rainy Cocoa sideG,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
631,Ramen Daisuki Koizumi-san,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
632,Recorder to Randsell,39 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
633,Ren Ai Lab,13 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
634,Rent-a-Girlfriend,47 chapters,Comedy,Harem,Romance,Shonen,-,-,-,-,-,Avalible on Crunchyroll
635,Robot Girls Z,9 chapters,Comedy,Fantasy,Magical Girls,Mecha,Sci-fi,-,-,-,-,Avalible on Crunchyroll
636,ROOM CAMP,13 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
637,Ryūgajō Nanana no Maizōkin,11 chapters,Comedy,Supernatural,-,-,-,-,-,-,-,Avalible on Crunchyroll
638,Saekano - Saenai Heroine no Sodatekata,13 chapters,Comedy,Harem,Romance,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
639,Sanrio Boys,12 chapters,Comedy,Shojo,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
640,Science Fell in Love; So I Tried to Prove it,36 chapters,Comedy,Romance,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
641,Seishun Buta Yarō wa Bunny Girl-senpai no Yume wo Minai,13 chapters,Comedy,Romance,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
642,Sekko Boys,12 chapters,Comedy,Idols,Music,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
643,SENGOKUCHOJYUGIGA,26 chapters,Comedy,Fantasy,Historical,Slice of Life,Supernatural,-,-,-,-,Avalible on Crunchyroll
644,Senryu Girl,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
645,Servant x Service,13 chapters,Comedy,Romance,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll
646,Seton Academy: Join the Pack!,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
647,Shinryaku! Ika Musume,28 chapters,Comedy,Shonen,Slice of Life,Supernatural,-,-,-,-,-,Avalible on Crunchyroll
648,Shirokuma Cafe,50 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
649,Shomin Sample,12 chapters,Comedy,Romance,-,-,-,-,-,-,-,Avalible on Crunchyroll
650,"SING ""YESTERDAY"" FOR ME,12 chapters,Comedy,Romance,Seinen,Slice of Life,-,-,-,-,-,Avalible on Crunchyroll,;",,,,,,,,,,,
651,Skate-Leading Stars,12 chapters,Comedy,Sports,-,-,-,-,-,-,-,Avalible on Crunchyroll
652,SKET Dance,77 chapters,Comedy,Shonen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
653,Skull-face Bookseller Honda-san,12 chapters,Comedy,Shojo,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
654,Sleepy Princess in the Demon Castle,12 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
655,Slow Start,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
656,SPY x FAMILY,26 chapters,Comedy,Shonen,-,-,-,-,-,-,-,Avalible on Crunchyroll
657,Starmyu 2,24 chapters,Comedy,Music,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
658,Suppose a Kid from the Last Dungeon Boonies moved to a starter town,24 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
659,sweetness & lightning (Amaama to Inazuma),12 chapters,Comedy,Seinen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
660,Takamiya Nasuno Desu!,12 chapters,Comedy,Shonen,Slice of Life,-,-,-,-,-,-,Avalible on Crunchyroll
661,Teekyu,108 chapters,Comedy,Shonen,Slice of Life,Sports,-,-,-,-,-,Avalible on Crunchyroll
662,TEPPEN!!!!!!!!!!!!!!! Laughing 'til You Cry,12 chapters,Comedy,-,-,-,-,-,-,-,-,Avalible on Crunchyroll
663,That is the Bottleneck,12 chapters,Comedy,Slice of Life,-,-,-,-,-,-,-,Avalible on Crunchyroll
664,The Dungeon of Black Company,48 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
665,The Fruit of Evolution: Before I Knew It; My Life Had It Made,25 chapters,Comedy,Fantasy,-,-,-,-,-,-,-,Avalible on Crunchyroll
